状态包ID,状态模板名称,buff伤害动画时间点,buff添加动画时间点,buff动画删除时间点,状态显示名称,是否显示状态图标,状态图标或持续特效,状态挂点,状态伤害特效,状态添加特效,状态消失特效,状态描述,状态类型,概率,生效条件,状态效果ID,数据,同状态ID叠加覆喂规则,状态包结束条件,生效次数,持续回合数M,buff添加特效挂点,buff伤害特效挂点,击中效果提示,
479,10率2回眩艞,2,2,1,眩艞,1,beffect_4,1,,,,"眩艞技能的笱思为在角色行动前硐动，
1级眩艞30%概率",debuff,10000,1,1,,1,2,,2|10000,,,,
480,1率1回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,2000,1,3,,1,2,,1|10000,3,,,
481,2率1回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,4000,1,3,,1,2,,1|10000,3,,,
482,3率1回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,6000,1,3,,1,2,,1|10000,3,,,
483,4率1回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,8000,1,3,,1,2,,1|10000,3,,,
484,5率1回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,10000,1,3,,1,2,,1|10000,3,,,
485,1率2回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,2000,1,3,,1,2,,2|10000,3,,,
486,2率2回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,4000,1,3,,1,2,,2|10000,3,,,
487,3率2回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,6000,1,3,,1,2,,2|10000,3,,,
488,4率2回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,8000,1,3,,1,2,,2|10000,3,,,
489,5率2回物免,2,2,1,婄壁,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,10000,1,3,,1,2,,2|10000,3,,,
491,物理腐蚀,1,2,1,物理腐蚀,1,beffect_27,1,,beffect_26,,物理攻击减为0,Buff,10000,1,15,data=-defender.physicalAttackRatio,1,2,,1|10000,1,,,
492,必杀腐蚀,1,2,1,必杀腐蚀,0,,,,,,必杀攻击减为0,Buff,10000,1,18,data=-defender.killAttackRatio,1,2,,1|10000,1,,,
493,魔法腐蚀,1,2,1,魔法腐蚀,0,,,,,,魔法攻击减为0,Buff,10000,1,21,data=-defender.magicAttackRatio,1,2,,1|10000,1,,,
494,1率1回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,2000,1,4,,1,2,,1|10000,3,,,
495,2率1回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,4000,1,4,,1,2,,1|10000,3,,,
496,3率1回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,6000,1,4,,1,2,,1|10000,3,,,
497,4率1回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,8000,1,4,,1,2,,1|10000,3,,,
498,5率1回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,10000,1,4,,1,2,,1|10000,3,,,
499,1率2回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,2000,1,4,,1,2,,2|10000,3,,,
500,2率2回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,4000,1,4,,1,2,,2|10000,3,,,
501,3率2回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,6000,1,4,,1,2,,2|10000,3,,,
502,4率2回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,8000,1,4,,1,2,,2|10000,3,,,
503,5率2回必免,2,2,1,坚韧,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,10000,1,4,,1,2,,2|10000,3,,,
504,1率1回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,2000,1,5,,1,2,,1|10000,3,,,
505,2率1回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,4000,1,5,,1,2,,1|10000,3,,,
506,3率1回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,6000,1,5,,1,2,,1|10000,3,,,
507,4率1回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,8000,1,5,,1,2,,1|10000,3,,,
508,5率1回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,10000,1,5,,1,2,,1|10000,3,,,
509,1率2回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,2000,1,5,,1,2,,2|10000,3,,,
510,2率2回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,4000,1,5,,1,2,,2|10000,3,,,
511,3率2回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,6000,1,5,,1,2,,2|10000,3,,,
512,4率2回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,8000,1,5,,1,2,,2|10000,3,,,
513,5率2回魔免,2,2,1,魔免,1,beffect_12,1,,beffect_11,,我是婄壁的技能,Buff,10000,1,5,,1,2,,2|10000,3,,,
521,1级破甲1,1,2,1,破甲,1,beffect_25,1,,beffect_24,,物理防御百分比加成,Buff,5000,1,53,data=-750,1,2,,2|10000,1,,,
522,1级破甲2,1,2,,,0,,1,,,,必杀防御百分比加成,Buff,5000,1,54,data=-750,1,2,,2|10000,,,,
523,1级破甲3,1,2,,,0,,1,,,,魔法防御百分比加成,Buff,5000,1,55,data=-750,1,2,,2|10000,,,,
524,2级破甲1,1,2,1,破甲,1,beffect_25,1,,beffect_24,,物理防御百分比加成,Buff,5000,1,53,data=-1500,1,2,,2|10000,1,,,
525,2级破甲2,1,2,,,0,,1,,,,必杀防御百分比加成,Buff,5000,1,54,data=-1500,1,2,,2|10000,,,,
526,2级破甲3,1,2,,,0,,1,,,,魔法防御百分比加成,Buff,5000,1,55,data=-1500,1,2,,2|10000,,,,
527,3级破甲1,1,2,1,破甲,1,beffect_25,1,,beffect_24,,物理防御百分比加成,Buff,5000,1,53,data=-2250,1,2,,2|10000,1,,,
528,3级破甲2,1,2,,,0,,1,,,,必杀防御百分比加成,Buff,5000,1,54,data=-2250,1,2,,2|10000,,,,
529,3级破甲3,1,2,,,0,,1,,,,魔法防御百分比加成,Buff,5000,1,55,data=-2250,1,2,,2|10000,,,,
530,额外力量伤害,2,2,,,0,,1,meffect_26,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.currStrength*20/100,1,1,1,,,2,,
531,额外敏捷伤害,2,2,,,0,,1,heffect_24,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.currAgile*15/100,1,1,1,,,2,,
532,额外智力伤害,2,2,,,0,,1,meffect_24,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.currIntelligence*20/100,1,1,1,,,2,,
540,1率1回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,51,data = -defender.currHp * 0.2,1,2,,1|10000,,,,
541,2率1回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,51,data = -defender.currHp * 0.2,1,2,,1|10000,,,,
542,3率1回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,51,data = -defender.currHp * 0.2,1,2,,1|10000,,,,
543,4率1回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,51,data = -defender.currHp * 0.2,1,2,,1|10000,,,,
544,5率1回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,51,data = -defender.currHp * 0.2,1,2,,1|10000,,,,
545,1率2回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,51,data = -defender.currHp * 0.2,1,2,,2|10000,,,,
546,2率2回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,51,data = -defender.currHp * 0.2,1,2,,2|10000,,,,
547,3率2回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,51,data = -defender.currHp * 0.2,1,2,,2|10000,,,,
548,4率2回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,51,data = -defender.currHp * 0.2,1,2,,2|10000,,,,
549,5率2回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,51,data = -defender.currHp * 0.2,1,2,,2|10000,,,,
550,1率3回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,51,data = -defender.currHp * 0.2,1,2,,3|10000,,,,
551,2率3回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,51,data = -defender.currHp * 0.2,1,2,,3|10000,,,,
552,3率3回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,51,data = -defender.currHp * 0.2,1,2,,3|10000,,,,
553,4率3回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,51,data = -defender.currHp * 0.2,1,2,,3|10000,,,,
554,5率3回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,51,data = -defender.currHp * 0.2,1,2,,3|10000,,,,
555,1率1回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,2000,1,31,data = 10000,1,2,,1|10000,1,,,
556,2率1回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,4000,1,31,data = 10000,1,2,,1|10000,1,,,
557,3率1回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,6000,1,31,data = 10000,1,2,,1|10000,1,,,
558,4率1回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,8000,1,31,data = 10000,1,2,,1|10000,1,,,
559,5率1回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,10000,1,31,data = 10000,1,2,,1|10000,1,,,
560,1率2回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,2000,1,31,data = 10000,1,2,,2|10000,1,,,
561,2率2回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,4000,1,31,data = 10000,1,2,,2|10000,1,,,
562,3率2回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,6000,1,31,data = 10000,1,2,,2|10000,1,,,
563,4率2回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,8000,1,31,data = 10000,1,2,,2|10000,1,,,
564,5率2回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,10000,1,31,data = 10000,1,2,,2|10000,1,,,
565,1率3回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,2000,1,31,data = 10000,1,2,,3|10000,1,,,
566,2率3回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,4000,1,31,data = 10000,1,2,,3|10000,1,,,
567,3率3回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,6000,1,31,data = 10000,1,2,,3|10000,1,,,
568,4率3回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,8000,1,31,data = 10000,1,2,,3|10000,1,,,
569,5率3回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,10000,1,31,data = 10000,1,2,,3|10000,1,,,
570,巴基1级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*2.5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*2.5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*2.5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
571,巴基2级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*2.5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*2.5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*2.5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
572,可雅1级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.85*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.85*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.85*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
573,可雅2级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if defender.currHp/defender.maxHp<=0.3 or defender.poison==1 then if attacker.rageBeforeSkill>150 then data=1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.1)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.1)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data=attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.1)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end else if attacker.rageBeforeSkill>150 then data=1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.0)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.0)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data=attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.0)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end end,1,1,1,,,3,,
574,乔巴1级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.68*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.68*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.68*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
575,乔巴2级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.68*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.68*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.68*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
576,5率鼓舞5气,2,2,,鼓舞,0,,2,meffect_13,meffect_37,,加5点怒气,Buff,10000,1,28,data =5,1,1,1,,1,3,meffect_37,
577,必杀腐蚀,1,2,1,必杀腐蚀,1,beffect_27,1,,beffect_26,,必杀攻击降低20%,debuff,10000,1,16,data=-defender.killAttackBase*0.2,1,2,,2|10000,1,,,
578,1率蚝丧1回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,2000,6,28,data=-25,1,2,,1|10000,1,3,meffect_38,
579,2率蚝丧1回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,4000,6,28,data=-25,1,2,,1|10000,1,3,meffect_38,
580,3率蚝丧1回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,6000,6,28,data=-25,1,2,,1|10000,1,3,meffect_38,
581,4率蚝丧1回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,8000,6,28,data=-25,1,2,,1|10000,1,3,meffect_38,
582,5率蚝丧1回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,10000,6,28,data=-25,1,2,,1|10000,1,3,meffect_38,
583,1率蚝丧2回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,2000,6,28,data=-25,1,2,,2|10000,1,3,meffect_38,
584,2率蚝丧2回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,4000,6,28,data=-25,1,2,,2|10000,1,3,meffect_38,
585,3率蚝丧2回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,6000,6,28,data=-25,1,2,,2|10000,1,3,meffect_38,
586,4率蚝丧2回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,8000,6,28,data=-25,1,2,,2|10000,1,3,meffect_38,
587,5率蚝丧2回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,10000,6,28,data=-25,1,2,,2|10000,1,3,meffect_38,
588,1率2回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
589,2率2回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
590,3率2回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
591,4率2回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
592,5率2回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
593,1率3回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
594,2率3回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
595,3率3回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
596,4率3回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
597,5率3回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
598,1率2回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
599,2率2回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
600,3率2回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
601,4率2回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
602,5率2回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
603,1率3回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
604,2率3回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
605,3率3回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
606,4率3回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
607,5率3回2级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
608,5率怒杀999气,2,2,1,,0,,1,beffect_21,meffect_38,,100%减少对方100怒气,debuff,10000,1,28,data=-999,1,1,1,,1,3,meffect_38,
609,百分比回血5分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.05,1,1,1,,,3,,
610,百分比回血10分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.1,1,1,1,,,3,,
611,百分比回血15分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.15,1,1,1,,,3,,
612,百分比回血20分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.20,1,1,1,,,3,,
613,百分比回血25分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.25,1,1,1,,,3,,
614,布蝵克5率鼓舞15气,3,3,,鼓舞,0,,2,meffect_13,meffect_37,,加15点怒气,Buff,10000,1,28,data =15,1,1,1,,1,3,meffect_37,
615,1率2回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
616,2率2回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
