技能ID,技能模板名称,技能显示名称,技能图标,施法地点,翨道皮肤路径,技能释放动作ID,技能释放特效,是否全屏特效,技能打击效果特效路径,技能打击特效挂点,技能击中效果特效路径,目标是否播放受伤动作,空格可否播放特效,是否固定地点播放,特效显示顺序,前台技能效果类型,技能显示类型,技能描述,释放方式,技能类型,技能耗魔,昐围ID,是否增加怒气,施法者怒气获得基础值,施法者怒气获得修正值,施法者怒气获得倍率,被打者怒气获得基础值,被打者怒气获得修正值,被打者怒气获得倍率,是否跳过命中判定,是否跳过致命判定,是否跳过格挡判定,是否跳过伤害过程,输出通道,属性输出通道,物理基础攻击修正值,物理攻击百分比修正值,物理攻击伤害倍率,必杀基础攻击修正值,必杀攻击百分比修正值,必杀攻击伤害倍率,魔法基础攻击修正值,魔法攻击百分比修正值,魔法攻击伤害倍率,风属性基础攻击修正值,风属性攻击伤害倍率,雷属性基础攻击修正值,雷属性攻击伤害倍率,水属性基础攻击修正值,水属性攻击伤害倍率,火属性基础攻击修正值,火属性攻击伤害倍率,技能最终伤害值加成,技能修正致命一击率,技能修正命中率,多踥伤害系数,次数限制,技能硐动权重,技能冷却回合,状态包ID X,删除状态包IDX,复合技能IDX,释放概率,是否享受怒气加成,技能目标昐围图片,怒气技能类型,技能提示,击中效果提示
17002701,"1_卡牌諃雄136,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002702,"1_卡牌諃雄136,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002703,,0,1.png,,强化武器可提高技能伤害,
17002703,"1_卡牌諃雄136,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002711,"1_卡牌諃雄136,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002712,"1_卡牌諃雄136,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002713,"1_卡牌諃雄136,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002721,"1_卡牌諃雄137,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002722,"1_卡牌諃雄137,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002723,,0,1.png,,强化武器可提高技能伤害,
17002723,"1_卡牌諃雄137,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002731,"1_卡牌諃雄137,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002732,"1_卡牌諃雄137,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002733,"1_卡牌諃雄137,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002741,"1_卡牌諃雄138,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002742,"1_卡牌諃雄138,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002743,,0,1.png,,强化武器可提高技能伤害,
17002743,"1_卡牌諃雄138,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002751,"1_卡牌諃雄138,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002752,"1_卡牌諃雄138,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002753,"1_卡牌諃雄138,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002761,"1_卡牌諃雄139,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002762,"1_卡牌諃雄139,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002763,,0,1.png,,强化武器可提高技能伤害,
17002763,"1_卡牌諃雄139,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002771,"1_卡牌諃雄139,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002772,"1_卡牌諃雄139,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002773,"1_卡牌諃雄139,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002781,"1_卡牌諃雄140,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002782,"1_卡牌諃雄140,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002783,,0,1.png,,强化武器可提高技能伤害,
17002783,"1_卡牌諃雄140,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002791,"1_卡牌諃雄140,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002792,"1_卡牌諃雄140,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002793,"1_卡牌諃雄140,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002801,"1_卡牌諃雄141,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002802,"1_卡牌諃雄141,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002803,,0,1.png,,强化武器可提高技能伤害,
17002803,"1_卡牌諃雄141,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002811,"1_卡牌諃雄141,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002812,"1_卡牌諃雄141,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002813,"1_卡牌諃雄141,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002821,"1_卡牌諃雄142,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002822,"1_卡牌諃雄142,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002823,,0,1.png,,强化武器可提高技能伤害,
17002823,"1_卡牌諃雄142,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002831,"1_卡牌諃雄142,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002832,"1_卡牌諃雄142,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002833,"1_卡牌諃雄142,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002841,"1_卡牌諃雄143,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002842,"1_卡牌諃雄143,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002843,,0,1.png,,强化武器可提高技能伤害,
17002843,"1_卡牌諃雄143,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002851,"1_卡牌諃雄143,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002852,"1_卡牌諃雄143,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002853,"1_卡牌諃雄143,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002861,"1_卡牌諃雄144,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002862,"1_卡牌諃雄144,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002863,,0,1.png,,强化武器可提高技能伤害,
17002863,"1_卡牌諃雄144,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002871,"1_卡牌諃雄144,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002872,"1_卡牌諃雄144,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002873,"1_卡牌諃雄144,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002881,"1_卡牌諃雄145,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002882,"1_卡牌諃雄145,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002883,,0,1.png,,强化武器可提高技能伤害,
17002883,"1_卡牌諃雄145,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002891,"1_卡牌諃雄145,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002892,"1_卡牌諃雄145,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002893,"1_卡牌諃雄145,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002901,"修罗特拉法尔加罗,普通技能,物理攻击,敌方单体,物理伤害,1234,,00气,,,,,",手术刀,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：可将空间内敌人的心脏挖出，被取出心脏的人不会死亡，对敌方单体造成伤害，并附加一次魔法伤害（不增加目标怒气）,1,物理攻击,0,7,1,25,0,0,0,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,1921,,"31000001,31000002",,0,1.png,,强化武器可提高技能伤害,
17002902,"1_卡牌諃雄146,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002903,,0,1.png,,强化武器可提高技能伤害,
17002903,"1_卡牌諃雄146,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002911,"修罗特拉法尔加罗,怒气技能,怒气攻击,敌方全体,魔法伤害,1234,,,,,,,",潼宰场,,3,,1,,0,,,heffect_4,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[魔法]：可制造出圆罩式的空间，将物体在他控制的昐围内分离後重新组合，具备覹行无死角攻击的能力，对敌方全体造成伤害，为己方血量最少的夥伴和自身，同时回覆生命和25怒气,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,20000,,,,,,,,,,,,,,,,,,31000004,,1,7.png,,强化戒指可提高技能伤害,
17002912,"1_卡牌諃雄146,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002913,"1_卡牌諃雄146,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002921,"1_卡牌諃雄147,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002922,"1_卡牌諃雄147,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17002923,,0,1.png,,强化武器可提高技能伤害,
17002923,"1_卡牌諃雄147,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
17002931,"1_卡牌諃雄147,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
17002932,"1_卡牌諃雄147,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
17002933,"1_卡牌諃雄147,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,,1,,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
